dur,trnspt,srvs,flag_n,flag_arst,flag_uc,flag_sign,flag_synrst,flag_a,flag_othr,src_pkts,dst_pkts,urg_bits,push_pkts,no_lnkd,arp,src_ttl,dst_ttl,pkts_dirctn,src_byts,dst_byts,src_avg_byts,dst_avg_byts,strt_t,end_t,dst_host_count,host_dst _count,rtt_first_ack,rtt_avg,avg_t_sent,avg_t_got,repeated,fst_src_sqc,fst_dst_sqc,src_re,dst_re,src_fast_re,dst_fast_re,ovrlp_count,long_frag_count,dns_ratio,avg_rr,http_rqsts_count,http_redirct_count,http_clnt_error_count,http_srv_error_count,Class name,Class binary
14.995031,6,49158,0,0,0,0,0,1,0,7,5,0,4,13,0,127,128,2,1526,1314,218,262.8,59846.69974,59861.69478,0,1791,0.000172,0.017360833,59851.01404,59852.69838,0,75226454,3299056445,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
13.509801,6,445,0,0,1,0,0,0,0,12,9,0,14,123,0,127,128,2,4213,1683,351.0833333,187,19213.43056,19226.94036,0,1664,0.000337,0.009929048,19216.82979,19216.4391,0,1279272641,3378756672,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,20,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,2.485246,2.485246,0,0,0,0,2.485246,0,0,4139452268,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
97.075777,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1375.85482,1472.930597,0,2003,0.001141,0.001578,1408.212288,1424.393279,0,3736467964,3898217610,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,35356.45792,35356.45792,1792,0,0,0,35356.45792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
11.594506,17,53,0,0,0,0,0,0,0,5,1,0,0,91,0,127,128,2,425,85,85,85,71095.45809,71107.05259,0,1616,0,0,71098.4626,71107.05259,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,Normal,1
3515,6,80,0,0,0,0,1,0,0,10545,5272.5,0,10542,8606,0,128,127,2,2604615,1028137.5,2962.078652,2343.333333,2640,6155,0,8607,0.001448,0.069759849,4397.5,4397.5,0,160102250,116399817,0,0,0,0,0,0,0,0,5272,5271,0,0,Mass HTTP requests,0
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,2963.332879,2963.332879,1617,0,0,0,2963.332879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,72749.01422,72749.01422,1665,0,0,0,72749.01422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.015122,6,88,0,0,0,0,1,0,0,4,4,0,2,68,0,128,128,2,448,451,112,112.75,71114.04876,71114.06388,0,1616,0.000423,0.001883875,71114.04948,71114.05687,0,991616435,1922144239,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
97.240769,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1373.00207,1470.242839,0,2003,0.000443,0.0023942,1405.412051,1421.622676,0,3062165043,3685264734,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
11.273745,17,53,0,0,0,0,0,0,0,5,1,0,0,192,0,128,128,2,400,80,80,80,36265.73962,36277.01337,2,1791,0,0,36268.7374,36277.01337,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,Normal,1
2257,6,80,0,0,0,0,1,0,0,6771,3385.5,0,6768,4943,0,128,127,2,1672437,660172.5,1901.966292,1504.666667,1078,3335,0,4944,0.001448,0.069759849,2206.5,2206.5,0,136439633,169757512,0,0,0,0,0,0,0,0,3385,3384,0,0,Mass HTTP requests,0
0,6,211,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,23.163417,23.163417,0,0,0,0,23.163417,0,0,2239078584,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
0.000281,17,53,0,0,0,0,0,0,0,1,1,0,0,94,0,127,128,2,82,140,82,140,57640.86404,57640.86432,0,1791,0,0,57640.86404,57640.86432,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,Normal,1
15.647147,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,77645.74842,77661.39557,0,239,0.000353,0.009239042,77650.58127,77650.01821,0,3951980915,3553922236,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1.636384,6,443,0,0,0,1,0,0,0,3,3,0,0,0,0,128,128,2,194,162,64.66666667,54,60864.47023,60865.49016,0,1664,0.002979,0.000746,60864.97779,60864.97928,0,578820839,0,2,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,84,0,84,0,71153.30428,71153.30428,1617,0,0,0,71153.30428,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.541765,6,389,0,0,0,0,1,0,0,13,9,0,9,136,0,127,128,2,3321,4764,255.4615385,529.3333333,28255.44094,28255.9827,1,1616,0.000185,0.001972818,28255.55306,28255.58041,0,217625048,3721630630,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.009493,6,88,0,0,0,0,1,0,0,4,5,0,2,82,0,128,128,2,2520,398,630,79.6,28476.35913,28476.36862,0,1664,0.000569,0.000725444,28476.3611,28476.36503,0,2226131641,1315360008,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
92.968479,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,1427,1519.968479,0,5006,0.000254,0.0026956,1408.271978,1423.771132,0,200022473,2798955296,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
0.000398,17,389,0,0,0,0,0,0,0,1,1,0,0,138,0,127,128,2,231,200,231,200,59777.00789,59777.00829,0,1664,0,0,59777.00789,59777.00829,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3.466318,6,80,0,0,0,0,0,0,1,13,37,0,4,8,0,128,51,2,1286,49610,98.92307692,1340.810811,8.583341,11.917489,10,8,0.250087,0.0158266,58733.86783,58737.33415,0,3893626445,136014377,0,0,0,0,0,0,0,0,1,0,0,0,Normal,1
7.748362,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,358,0,119.3333333,0,36375.31493,36383.06329,0,0,0,0,36378.9683,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
1.003901,17,53,0,0,0,0,0,0,0,1,1,0,0,317,0,128,64,2,78,94,78,94,41.445356,41.464437,10,317,0,0,58557.01518,58558.01908,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
85932.26981,256,0,0,0,0,0,0,0,0,369,0,0,0,0,1,0,0,1,15498,0,42,0,151.444589,86083.7144,1,0,0,0,232.87878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7782,256,0,0,0,0,0,0,0,0,15558,0,0,0,0,2,0,0,1,653436,0,42,0,77839,85621,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
10.471045,6,139,1,0,0,0,0,0,0,12,10,0,16,239,0,128,128,2,1653,1690,137.75,169,47404.91952,47415.39057,0,239,0.00037,0.009511636,47408.42824,47408.06263,0,3092042164,2294086820,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.143127,17,53,0,0,0,0,0,0,0,1,1,0,0,317,0,128,64,2,85,132,85,132,41.288094,41.307831,10,317,0,0,60962.87661,60963.01974,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,Normal,1
0.410501,17,5355,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,132,0,66,0,40328.00185,40328.41235,0,0,0,0,40328.2071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,82,0,82,0,57842.35533,57842.35533,1792,0,0,0,57842.35533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,86,0,86,0,21056.53521,21056.53521,1617,0,0,0,21056.53521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,96,0,96,0,71132.04432,71132.04432,1617,0,0,0,71132.04432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.005087,6,88,0,0,0,0,1,0,0,4,4,0,2,68,0,128,128,2,1535,1528,383.75,382,19819.39369,19819.39878,0,1616,0.000502,0.00062725,19819.3951,19819.39745,0,2732234100,1890723392,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.392118,6,445,0,0,0,0,1,0,0,15,13,0,18,124,0,127,128,2,4661,2459,310.7333333,189.1538462,45462.79776,45475.18988,2,1791,0.000489,0.000689679,45466.10955,45465.66605,0,3071012240,2968420921,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.709322,6,389,0,0,0,0,1,0,0,11,9,0,9,150,0,127,128,2,3223,4764,293,529.3333333,14650.32854,14651.03786,0,1664,0.000288,0.0206989,14650.51506,14650.51066,0,3015638064,3146138651,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.895874,6,445,0,0,0,0,0,1,0,12,9,0,14,124,0,127,128,2,4213,1683,351.0833333,187,63095.45106,63106.34693,0,1791,0.000501,0.00981019,63098.19431,63097.87579,0,3859134222,3599289269,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
15.909056,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,68285.48189,68301.39094,0,239,0.000297,0.008812583,68290.39439,68289.82284,0,100221499,1193116745,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
915,6,3000,0,0,0,0,0,1,0,1804,1258,0,1804,1,0,128,64,2,525210,295545,291.4751465,218.0826289,0,3599.175364,0,3,0.007550959,0.000932016,545.34,454.755,0,2259581291,2578013376,0,0,0,0,0,0,0,0,902,0,0,0,BeEF HTTP exploits,0
0.005002,6,88,0,0,0,0,1,0,0,4,4,0,2,36,0,127,128,2,1672,1631,418,407.75,42293.2589,42293.2639,1,1616,0.000189,0.00061175,42293.26041,42293.26206,0,1286264177,903160855,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000569,17,389,0,0,0,0,0,0,0,1,1,0,0,135,0,128,128,2,196,200,196,200,74060.39731,74060.39788,0,1664,0,0,74060.39731,74060.39788,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
92.668103,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,460,552.668103,0,5006,0.000241,0.0053608,1408.481286,1423.934821,0,325896820,3083232512,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
90.475919,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,1637,1727.475919,0,5006,0.00027,0.0043946,1409.945415,1425.031971,0,3574535904,3877672906,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
89.882664,6,80,0,0,0,0,1,0,0,3,2,0,0,5005,0,128,127,2,174,120,58,60,3488,3577.882664,0,5006,0.000275,0.0039554,1410.341937,1425.328885,0,2523567405,1454660193,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
86339.94718,256,0,0,0,0,0,0,0,0,343,0,0,0,0,1,0,0,1,14406,0,42,0,47.908828,86387.85601,1,0,0,0,251.7199626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
86373.29334,256,0,0,0,0,0,0,0,0,287,0,0,0,0,2,0,0,1,12054,0,42,0,1.761817,86375.05515,1,0,0,0,300.9522416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,520,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,56.875924,56.875924,0,0,0,0,56.875924,0,0,1822041083,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
13.108462,6,135,1,0,0,0,0,0,0,7,5,0,4,28,0,127,128,2,718,562,102.5714286,112.4,15713.01324,15726.12171,1,1616,0.000157,0.00130325,15716.76073,15718.25682,0,1370832632,1545379305,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2659.410646,17,80,0,0,0,0,0,0,0,27977,0,0,0,1161,0,128,0,1,1235184,0,244.511449,0,3010,5669.410646,0,0,0,0,3010,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
34.882581,6,49155,1,0,0,0,0,0,0,10,9,0,10,26,0,128,128,2,3109,1564,310.9,173.7777778,7092.40463,7127.287211,0,1664,0.000242,0.011472789,7099.404416,7100.158772,0,3333717878,3709330434,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
14.121078,6,139,0,0,0,0,0,1,0,12,10,0,16,175,0,128,128,2,1653,1690,137.75,169,48446.69335,48460.81443,2,176,0.000344,0.009998,48451.42146,48450.93426,0,993088751,2220496489,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
14.508295,6,445,0,0,1,0,0,0,0,12,9,0,14,124,0,127,128,2,4213,1683,351.0833333,187,8986.49737,9001.005665,0,1616,0.000458,0.01053981,8990.145033,8989.724829,0,3605579215,2428134955,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
15.489524,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,48335.89618,48351.3857,0,1664,0.000832,0.01134895,48340.14275,48339.34144,0,671238992,2960741742,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.023664,6,88,0,0,0,0,1,0,0,5,6,0,2,82,0,128,128,2,1855,1924,371,320.6666667,3860.687243,3860.710907,0,1664,0.000271,0.000167636,3860.696555,3860.702974,0,2657389757,2118051763,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.6446,6,139,1,0,0,0,0,0,0,13,11,0,18,239,0,128,128,2,1691,1745,130.0769231,158.6363636,40924.74896,40935.39356,0,239,0.000318,0.009388667,40928.04264,40927.65416,0,466582708,1988541342,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.65719,6,445,0,0,0,0,0,1,0,12,9,0,14,123,0,127,128,2,4213,1683,351.0833333,187,80195.69658,80206.35377,0,1791,0.000386,0.010213286,80198.38023,80198.06827,0,1227046053,500560576,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.005405,6,88,0,0,1,0,0,0,0,5,5,0,2,38,0,127,128,2,1782,1741,356.4,348.2,56173.39061,56173.39602,2,1791,0.000178,0.0002189,56173.39208,56173.39374,0,2361767129,794223462,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
34.889047,6,49155,1,0,0,0,0,0,0,10,9,0,10,27,0,128,128,2,3109,1564,310.9,173.7777778,61011.70701,61046.59606,2,1791,0.000287,0.010857474,61018.707,61019.4627,0,2050454028,687716912,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
15.606515,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,86193.97904,86209.58556,0,1616,0.000522,0.01141255,86198.25742,86197.44986,0,723398316,4050206220,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2884.695817,17,80,0,0,0,0,0,0,0,30347,0,0,0,1016,0,128,0,1,1339820,0,265.2246111,0,347,3231.695817,0,0,0,0,347,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
2030,6,3000,0,0,0,0,0,1,0,4004,2791,0,4004,1,0,128,64,2,1165220,655690,291.0885775,216.5785855,0,98.834715,0,2,0.006084268,0.003140911,1209.88,1008.91,0,2258859989,2577627238,0,0,0,0,0,0,0,0,2001,0,0,0,BeEF HTTP exploits,0
14.881116,6,49158,1,0,0,0,0,0,0,7,5,0,4,12,0,128,128,2,1526,1314,218,262.8,24211.2049,24226.08602,0,1664,0.00028,0.01679825,24215.48558,24217.15811,0,916304660,3822175581,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
644,6,80,0,0,0,0,1,0,0,1932,966,0,1929,8933,0,128,127,2,477204,188370,542.6966292,429.3333333,2980,3624,0,8934,0.001448,0.069759849,3302,3302,0,23845658,149605783,0,0,0,0,0,0,0,0,966,965,0,0,Mass HTTP requests,0
0.000443,17,389,0,0,0,0,0,0,0,1,1,0,0,138,0,127,128,2,232,200,232,200,54075.93477,54075.93521,0,1664,0,0,54075.93477,54075.93521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.545017,6,389,0,0,0,0,1,0,0,9,7,0,7,138,0,127,128,2,2469,900,274.3333333,128.5714286,58310.79276,58311.33777,0,1664,0.000211,0.0014255,58310.91858,58310.95109,0,709358451,975504768,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
7.712309,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,341,0,113.6666667,0,39672.53331,39680.24562,0,0,0,0,39676.46896,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3191,6,80,0,0,0,0,1,0,0,9573,4786.5,0,9570,6281,0,128,127,2,2364531,933367.5,2689.044944,2127.333333,1180,4371,0,6282,0.001448,0.069759849,2775.5,2775.5,0,74350896,82628837,0,0,0,0,0,0,0,0,4786,4785,0,0,Mass HTTP requests,0
85681.97193,256,0,0,0,0,0,0,0,0,120,0,0,0,0,2,0,0,1,5040,0,42,0,36.315997,85718.28793,1,0,0,0,714.0164327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
769,6,3000,0,0,0,0,0,1,0,1516,1057,0,1516,1,0,128,64,2,441406,248387,291.4213286,229.3872394,0,98.834715,0,4,0.005567553,0.002391528,458.324,382.193,0,2258859989,2577627238,0,0,0,0,0,0,0,0,758,0,0,0,BeEF HTTP exploits,0
10.084785,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,15035.3061,15045.39088,0,1664,0.00034,0.01055965,15038.07696,15037.54952,0,508017203,3585136077,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
2585.171103,17,80,0,0,0,0,0,0,0,27196,0,0,0,671,0,128,0,1,1200703,0,237.6857193,0,540,3125.171103,0,671,0,0,540,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0,6,49210,0,1,0,0,0,0,0,1,0,0,0,1,0,128,0,1,54,0,54,0,85.60404,85.60404,1,0,0,0,85.60404,0,0,2485137241,0,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.000729,17,53,0,0,0,0,0,0,0,1,1,0,0,89,0,127,128,2,71,87,71,87,61514.14504,61514.14577,0,1664,0,0,61514.14504,61514.14577,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,Normal,1
93.999513,6,80,0,0,0,0,1,0,0,3,2,0,0,2002,0,128,127,2,174,120,58,60,1376.251752,1470.251265,0,2003,0.00027,0.0019892,1407.581808,1423.251644,0,3201060357,3848174091,0,0,0,0,0,0,0,0,0,0,0,0,TCP flood,0
3287.072243,17,80,0,0,0,0,0,0,0,34580,0,0,0,631,0,128,0,1,1526707,0,302.2198916,0,3058,6345.072243,0,631,0,0,3058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
0.0675,6,135,1,0,0,0,0,0,0,5,4,0,2,0,0,128,128,2,354,288,70.8,72,775.0045563,775.0720563,1,25,0.000506,0.000506,775.0045563,775.0045563,0,2181198411,272927964,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0,6,233,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,25.566813,25.566813,0,0,0,0,25.566813,0,0,3293593160,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
91.981402,6,49211,0,0,0,0,0,1,0,18,12,0,18,0,0,128,128,2,1027,1127,56.9985,85.2486467,7833.849382,7925.830784,0,0,0.004467,0.019591,7879.840083,7881.429878,0,1166242009,1627508747,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
0.003785,6,88,0,0,0,0,1,0,0,4,4,0,2,69,0,127,128,2,1522,1550,380.5,387.5,59420.36526,59420.36904,0,1616,0.000156,0.00046625,59420.36635,59420.36767,0,1111250024,651519487,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.027052,6,389,0,0,0,0,1,0,0,8,7,0,7,144,0,127,128,2,2425,900,303.125,128.5714286,10074.40668,10074.43373,0,1616,0.000129,0.001696533,10074.41539,10074.41674,0,251641216,653204837,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.33665,6,445,0,0,1,0,0,0,0,15,13,0,18,128,0,127,128,2,4661,2459,310.7333333,189.1538462,65465.65223,65477.98888,0,1664,0.000165,0.000249964,65468.94485,65468.50261,0,3598289951,1567090432,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
764.8288973,17,80,0,0,0,0,0,0,0,8046,0,0,0,109,0,128,0,1,355230,0,70.31987415,0,2452,3216.828897,0,0,0,0,2452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
15.804226,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,60993.7652,61009.56943,0,1616,0.000742,0.0103637,60998.09578,60997.28027,0,2263260893,297176249,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
40.310314,6,445,0,0,1,0,0,0,0,21,15,0,26,123,0,127,128,2,5904,2991,281.1428571,199.4,11081.62103,11121.93135,0,1664,0.000131,0.018000528,11090.80716,11089.37686,0,2257038962,868288418,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,97,0,97,0,35301.1862,35301.1862,1792,0,0,0,35301.1862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
38.306921,6,445,0,0,1,0,0,0,0,21,15,0,26,124,0,127,128,2,5904,2991,281.1428571,199.4,51708.688,51746.99492,0,1616,0.000166,0.018444222,51717.68384,51716.24356,0,1051960701,816229619,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
4982.414449,17,80,0,0,0,0,0,0,0,52415,0,0,0,1009,0,128,0,1,2314122,0,458.0929907,0,3134,8116.414449,0,0,0,0,3134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
3483,256,0,0,0,0,0,0,0,0,6963,0,0,0,0,2,0,0,1,292446,0,42,0,63939,67422,1,0,0,0,1.999230493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ARP poisoning,0
0,6,229,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,25.130189,25.130189,0,0,0,0,25.130189,0,0,1110870403,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
89.204106,6,49211,0,0,0,0,0,1,0,18,12,0,18,0,0,128,128,2,1037,1137,57.5535,86.0050677,11797.81289,11887.017,0,0,0.00487,0.027086,11842.41494,11843.72867,0,1166231009,1627451547,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
12.672763,6,445,0,0,1,0,0,0,0,15,13,0,18,128,0,127,128,2,4661,2459,310.7333333,189.1538462,647.337806,660.010569,0,1664,0.000214,0.0003355,650.7205961,650.2664821,0,4149126111,3036736100,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,97,0,97,0,35328.3772,35328.3772,1792,0,0,0,35328.3772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
10.725597,6,443,0,0,0,0,0,1,0,22,23,0,23,3,0,128,234,2,8723,7948,396.5,345.5652174,32.516544,43.118521,10,3,0.262654,0.064976044,62477.87638,62488.60198,0,1488396960,1375736335,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000803,17,389,0,0,0,0,0,0,0,1,1,0,0,168,0,128,128,2,196,200,196,200,58690.8494,58690.8502,2,1791,0,0,58690.8494,58690.8502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
12.282718,6,445,1,0,0,0,0,0,0,15,13,0,18,124,0,127,128,2,4661,2459,310.7333333,189.1538462,52664.82053,52677.10325,2,1791,0.000419,0.000292179,52668.09898,52667.65866,0,208364968,3181136490,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,97,0,97,0,39213.34875,39213.34875,1617,0,0,0,39213.34875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
3573,6,80,0,0,0,0,1,0,0,10719,5359.5,0,10716,4777,0,128,127,2,2647593,1045102.5,3010.955056,2382,1552,5125,0,4778,0.001448,0.069759849,3338.5,3338.5,0,121451244,49510306,0,0,0,0,0,0,0,0,5359,5358,0,0,Mass HTTP requests,0
13.534025,6,445,1,0,0,0,0,0,0,12,9,0,14,123,0,127,128,2,4213,1683,351.0833333,187,27094.81911,27108.35314,0,1791,0.000424,0.011442952,27098.2247,27097.82978,0,3286942604,2504288861,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,6,299,0,0,0,1,0,0,0,1,0,0,0,0,0,128,0,1,66,0,66,0,32.779585,32.779585,0,0,0,0,32.779585,0,0,2244049869,0,0,0,0,0,0,0,0,0,0,0,0,0,Port scanning,0
8529.562738,17,80,0,0,0,0,0,0,0,89731,0,0,0,1500,0,128,0,1,3961623,0,784.2247859,0,2574,11103.56274,0,0,0,0,2574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UDP data flood,0
6.748744,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,335,0,111.6666667,0,40418.26825,40425.017,0,0,0,0,40421.5609,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0,17,53,0,0,0,0,0,0,0,1,0,0,0,0,0,128,0,1,87,0,87,0,62160.57527,62160.57527,1792,0,0,0,62160.57527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
0.000414,17,389,0,0,0,0,0,0,0,1,1,0,0,144,0,127,128,2,196,198,196,198,15505.17217,15505.17259,0,1616,0,0,15505.17217,15505.17259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
86373.29334,256,0,0,0,0,0,0,0,0,287,0,0,0,0,2,0,0,1,12054,0,42,0,1.761817,86375.05515,1,0,0,0,300.9522416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
84.206984,6,49211,0,0,0,0,0,1,0,18,12,0,18,0,0,128,128,2,1030,1130,57.165,85.475573,344.798545,429.005529,0,0,0.003847,0.019935,386.902037,388.118321,0,1166231809,1627455707,0,0,0,0,0,0,0,0,0,0,0,0,Metasploit exploits,0
7.977394,1,53,0,0,0,0,0,0,0,3,0,0,0,0,0,128,0,1,330,0,110,0,57440.78633,57448.76373,0,0,0,0,57444.58587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
15.049528,6,445,0,0,1,0,0,0,0,11,9,0,14,122,0,128,128,2,4159,1683,378.0909091,187,70836.3399,70851.38943,0,1664,0.003166,0.0106843,70840.4669,70839.68986,0,3665959549,2119083974,0,0,0,0,0,0,0,0,0,0,0,0,Normal,1
